default,student,balance,income
0,No,440.4870289,39395.96014
1,No,1655.775597,25639.79354
0,No,1555.96807,34417.87308
0,Yes,1503.972721,14661.8319
0,No,814.6550424,42520.09365
0,No,343.6431783,43483.73796
0,No,522.6443371,35893.2878
0,No,547.1749749,36969.00323
0,No,915.518056,42331.02163
0,Yes,601.8912206,16948.61323
0,No,120.843053,36205.87776
0,Yes,1579.216996,15111.91448
0,Yes,1132.084057,15675.53444
0,No,1099.62491,48202.21488
0,No,291.0761413,23479.61343
0,No,381.5665199,49114.89265
0,No,399.9018204,40863.11505
0,No,1408.351474,33697.34596
0,Yes,1363.992957,18140.36103
0,No,0,26493.24268
0,Yes,284.050552,15352.35978
0,No,562.3141784,63794.54207
0,No,1202.463489,42818.64311
1,No,1315.558765,35456.69605
0,No,807.2945307,49367.77593
0,No,70.18547766,36216.96353
0,No,636.6060455,31870.55147
0,No,882.0879636,43549.9904
0,Yes,789.0991535,18653.63285
0,No,407.3215382,38285.41491
0,No,619.5151739,53747.54914
1,No,2024.820212,64135.43108
0,No,319.1315969,34296.77412
1,No,1424.93289,27668.95224
0,No,1214.549654,21630.03783
1,Yes,2125.792202,19539.14861
0,No,543.9718971,34390.50259
1,No,1815.174112,23648.41351
1,No,1644.696623,61474.93445
0,No,399.1183753,48889.98903
0,No,1128.833475,45043.93562
0,Yes,885.9235776,22365.85498
1,Yes,1553.349657,18091.94374
0,No,1500.572106,39891.8641
0,No,759.2302682,48560.13624
0,No,717.9696372,43826.87888
1,No,1572.34559,37895.17307
1,No,1515.606239,48688.51209
0,No,347.6015108,49332.9942
1,No,1632.894118,44326.58484
0,No,13.94447463,31071.63429
0,No,949.9967068,32676.23075
0,No,17.03168001,24492.21348
0,No,575.1376565,25669.69717
0,No,0,44754.24888
1,No,1800.641733,48708.95993
0,No,390.9808235,47083.4315
0,No,560.2970822,28419.35438
0,No,290.483067,47724.23976
0,No,1235.187684,50865.52407
0,No,1084.909923,15981.68909
0,No,616.5546498,46107.20793
0,Yes,1177.327655,13737.05034
0,No,1690.38735,46228.32006
0,No,1267.1658,51197.7996
0,No,1209.756641,40605.81341
0,No,527.9403591,47963.17904
0,No,1012.286208,60697.63362
0,Yes,939.7048867,11331.43252
0,Yes,1463.828111,15657.43448
0,No,722.1334868,22669.2398
0,No,1577.034837,33319.31247
0,No,619.0292594,42868.58961
1,No,1672.031483,50327.36776
0,No,1064.975106,45737.78123
0,No,941.7416323,34559.64654
0,No,0,41740.6866
0,Yes,692.3563178,18689.05214
0,No,1033.756658,21837.24283
0,Yes,816.4436082,19141.73021
0,No,600.9390903,43846.20889
0,No,304.5443388,47217.87221
0,No,0,44712.23168
1,Yes,1289.24621,13624.54526
1,No,1891.109614,34448.69385
0,No,1114.116007,40359.96721
1,No,1508.649243,37111.3089
1,No,1858.904515,35525.21393
0,Yes,1041.310442,12078.77761
0,No,209.6744506,35688.13581
0,No,1267.55074,10233.87975
0,No,1132.647803,33677.78145
0,No,1059.244387,59865.02823
0,No,1267.485211,40034.56673
0,No,705.3382099,23952.54451
0,Yes,1806.551672,17648.1976
0,No,390.0217243,39029.85707
0,Yes,799.5164509,23024.85275
0,Yes,1285.956397,24106.58027
0,No,1163.32404,38323.0844
0,No,1017.655914,37241.79099
0,Yes,118.2014929,15472.65599
0,No,613.9770765,34752.08764
1,No,1511.610952,53506.94493
0,No,110.5559311,32419.15079
0,No,876.119027,37668.36679
0,No,804.4996588,51014.82404
0,No,1175.594953,19030.13944
0,No,615.8218494,34590.68358
0,Yes,0,20195.00266
0,No,392.5664548,45469.72228
0,No,381.2585585,55896.23385
0,No,239.327165,49328.20926
0,No,173.2491717,30697.24506
0,No,456.1387522,43943.49589
0,No,280.4616786,26212.90762
0,Yes,967.1689244,27077.62677
0,Yes,1490.075451,15910.80185
0,No,781.2917026,36744.56826
0,Yes,1009.109251,8868.656745
0,Yes,1204.24147,19302.90148
0,No,1391.318301,48414.90574
0,No,791.6633418,48127.62614
0,Yes,1343.243517,7032.060009
0,Yes,1216.58625,18140.62399
1,No,2155.288986,34787.25268
0,No,449.312928,47494.43249
1,No,1504.755378,26183.24535
0,No,584.0902554,24580.85684
0,No,1118.565977,46578.46551
0,Yes,513.7976777,15540.45438
0,No,415.7682594,38425.7595
0,Yes,994.0907388,17401.84724
0,No,0,37517.24641
0,Yes,313.2133614,28399.35086
0,No,568.2242546,39873.24285
0,No,751.340141,68883.39527
1,Yes,1402.267516,12104.31561
0,No,1509.915664,24427.76851
1,No,2008.458596,35145.04762
0,No,666.5299507,51876.48965
0,No,732.1370669,42693.94026
0,Yes,448.2432107,23540.89103
0,No,1326.41237,35158.19033
1,Yes,1806.921846,11506.21775
1,Yes,2261.848162,20030.16512
0,No,567.7041783,50643.31622
0,No,246.6365453,18953.67194
0,Yes,771.1332614,20655.07107
0,No,0.023816297,37981.78063
0,No,1218.864986,45593.86021
0,Yes,1669.723709,20301.31598
0,No,492.3523118,39305.22705
0,No,1260.154869,35733.46585
1,Yes,1836.161765,18944.80788
0,Yes,1578.289555,12778.5985
1,No,1838.871369,32129.33982
0,No,259.5062852,40405.3592
0,No,578.4836466,45066.20733
0,No,1806.916531,36306.81763
1,Yes,1538.015603,21356.93711
0,No,499.6463238,69342.67248
0,Yes,822.6253243,10923.38168
0,No,652.2027614,36348.29624
0,No,406.9985219,41505.40605
0,No,376.1854981,31373.35639
0,Yes,552.3342396,21262.56636
0,No,141.1284837,41300.72207
1,No,1506.191848,47061.39454
0,No,282.0424337,50501.07724
0,Yes,846.1719595,19577.4272
1,No,1717.071593,38408.89092
1,No,1531.716459,43930.4001
0,No,1057.679669,39708.03334
0,No,892.9195198,9299.868186
1,No,1994.395066,44794.3375
1,Yes,1988.869747,17762.86591
0,No,355.0300657,52926.77776
1,Yes,1789.477475,17667.78222
0,Yes,1209.384198,12830.83284
0,No,1665.036973,48295.52515
0,No,1142.6697,40823.37971
0,No,896.7219248,48703.41297
0,Yes,0,20877.8878
0,No,602.6228949,25376.4501
0,No,1360.398571,29868.31119
0,Yes,948.1513026,18107.35715
1,No,1731.680766,56228.92168
0,No,710.136461,46308.26965
0,No,0,27455.909
0,No,1225.922648,43718.69493
0,No,745.8666182,54677.68335
0,No,875.2416404,52861.7442
0,No,1082.815418,41355.98559
0,Yes,356.1987479,21466.20708
0,No,1315.225239,52556.15383
0,No,466.1097686,26598.12135
0,Yes,1203.103256,19967.8631
1,No,2236.764215,37113.88307
0,No,1111.690766,31059.46264
0,Yes,729.8121989,9871.924219
0,Yes,817.6766467,22339.88541
0,No,1322.080983,48906.51832
1,No,1119.097245,37224.56781
0,No,833.9577066,34174.64532
1,Yes,1276.685083,19282.43592
0,No,624.5478327,48345.33663
1,Yes,1492.963421,11054.06844
1,No,1797.767019,47068.72461
0,No,1062.28401,50894.10365
0,Yes,810.6685873,19925.74377
0,No,1280.23019,23647.3332
0,No,660.2005712,33598.08914
0,No,1017.788252,29828.33034
0,No,152.440267,23366.51744
0,No,489.1655607,26875.72374
0,No,631.5128658,35053.3472
1,No,1844.883839,35508.67542
0,No,347.3710782,18488.14732
0,Yes,2133.745481,19675.50759
0,No,1070.864032,36017.00296
1,No,1066.884084,44918.41232
0,Yes,1273.835776,15593.64168
0,No,155.9930613,37599.76797
1,No,1823.751426,53526.35641
1,No,1804.190505,23096.08436
0,No,1074.12404,47517.86692
0,Yes,656.8083859,19017.4278
0,Yes,200.9221826,16862.95232
0,Yes,855.2269959,15348.70666
1,Yes,1812.079998,17962.27016
0,Yes,865.9063158,18064.24399
0,No,1024.408305,45202.26554
0,No,751.3666276,31574.42116
0,Yes,843.6424315,17992.31717
0,No,282.8892177,42132.07381
0,No,294.0187903,59128.5034
0,Yes,918.8288881,16110.99046
0,Yes,1343.701549,27168.40822
1,No,2049.029845,52568.90881
1,No,2040.590171,50930.91079
0,No,808.4947937,56204.66301
1,Yes,2332.878254,11770.23412
1,No,1258.764794,26331.3724
1,No,959.1592134,59435.23458
0,No,1194.645236,35622.32821
0,No,1650.032103,49481.71303
0,No,771.1737061,45956.78731
0,No,1484.777695,32479.08996
0,No,982.6310241,60388.0199
0,Yes,1084.446531,26713.7972
0,No,949.1775916,36557.96159
0,Yes,1775.181537,20385.87352
0,No,1018.40964,25394.25463
0,Yes,982.8003557,20312.21096
0,No,581.9607584,31654.55892
0,No,23.29833181,37975.53898
0,No,1634.996685,36995.75116
1,Yes,1894.168201,28321.68455
0,Yes,230.1591687,24776.69315
0,No,879.035415,52945.81891
1,Yes,1233.445895,12586.47819
0,No,1428.725258,51633.43285
0,No,1583.096101,15350.45605
0,No,415.5417379,44147.22065
0,No,650.2901385,44358.65162
0,No,72.9283697,13300.76955
0,No,932.6024332,44714.4841
0,No,1.980734441,42380.87485
0,Yes,1294.500408,25687.32605
1,Yes,1983.234475,25687.92975
0,No,781.6677859,49427.51772
0,No,0,29097.54484
0,No,775.4935595,46025.8708
0,No,1018.382871,30846.82094
0,No,521.8002069,22209.05521
0,No,4.151111645,22722.22204
0,No,438.0803769,44737.65845
0,No,1329.911388,50560.76225
0,No,1651.322553,34024.66368
1,No,2075.188754,40882.49422
1,No,1847.791373,30202.84624
0,Yes,488.9570121,15912.30458
0,No,667.3723112,35694.42878
0,Yes,799.1592677,19547.41318
0,No,687.1568293,26902.70259
1,Yes,1954.321689,17137.47372
1,No,1975.653028,38221.83974
0,Yes,132.1045587,20065.72248
0,No,1154.858678,57640.91696
0,No,89.3129241,39915.45359
0,No,937.0370554,42169.0434
0,No,986.1815438,34780.95439
0,No,530.0938205,21736.80982
0,No,92.97568856,49608.58644
0,Yes,923.0188229,19136.61492
1,Yes,2247.421889,17926.72301
0,No,663.6751712,38338.20573
0,No,1036.774746,46239.07322
1,No,1588.526206,38014.56885
0,Yes,512.4497777,24192.88899
1,No,1893.289792,31821.72558
1,No,1143.680503,37751.01734
0,No,1235.485768,29992.18595
1,Yes,1748.680849,13715.42438
0,Yes,293.5195709,10592.84669
0,Yes,1020.589033,13094.94573
1,No,1135.047349,48982.22585
0,Yes,968.953961,13867.52431
0,No,639.8670344,34879.55851
0,Yes,0,13911.44128
0,Yes,989.8845974,23416.50047
0,Yes,1557.525571,17132.31236
0,No,10.23148531,27237.38077
0,No,1408.176119,47496.16431
0,Yes,1075.179073,21569.37058
0,No,23.35710655,56686.91562
1,Yes,1551.023469,19027.50863
0,No,655.1998724,38192.53039
0,No,310.1302239,37697.22019
0,Yes,662.995363,12008.33574
0,Yes,1595.9068,23308.13628
0,No,547.7177274,50619.36106
0,No,534.4322264,34129.47541
0,No,906.2310971,46715.23468
0,No,692.0528224,39586.84902
0,Yes,887.6564222,16993.2876
1,Yes,1871.938387,18077.48709
0,Yes,711.0398753,22000.10656
0,No,451.0760516,38348.49032
0,No,106.1910377,41514.75847
0,No,962.1443608,60455.46313
0,Yes,583.2484746,17353.83858
0,Yes,1316.210983,16327.62598
0,No,1157.116929,38867.06363
0,No,1649.211607,42148.74388
0,No,1248.399685,41555.81099
0,No,224.2091091,51199.64167
1,No,1648.474017,55548.25418
1,Yes,2117.120614,12143.4748
0,No,345.3938681,27012.75388
1,No,1815.79252,31632.58386
0,No,325.0912751,41257.56074
0,Yes,842.9107463,14462.27646
0,No,675.1149519,58672.05165
0,No,1407.869208,43033.93593
0,No,521.9028271,47032.59935
0,Yes,1004.630153,9643.366151
0,No,1079.823299,44390.71605
0,No,301.3194028,51539.95232
1,Yes,2047.417007,13678.50803
0,No,728.2125497,50403.55925
1,Yes,1875.458895,17820.46333
1,No,2288.408082,52043.56905
0,No,392.4771819,20674.67281
0,Yes,1609.136059,16373.94536
0,No,1039.207255,40028.9042
1,No,2133.464209,28237.88234
1,Yes,1567.679282,19172.67945
0,Yes,1471.03354,12665.24189
0,No,509.3177986,18221.14656
1,No,1170.198974,46692.10478
1,No,1335.612871,37595.34427
0,No,1549.263306,43240.45903
1,No,1621.575785,36577.8462
0,Yes,1614.141638,11334.29247
0,No,1083.281187,45260.41668
0,Yes,1286.355523,20029.89123
0,No,664.7189435,36998.56601
0,No,317.8555578,63021.74795
1,Yes,1647.282248,16154.46228
0,No,768.3785848,43325.97039
0,No,828.6628118,28427.67029
0,No,600.8200858,49727.48991
0,No,391.558358,45822.52436
0,No,1444.432105,19153.34273
0,No,444.5863003,51386.2831
0,No,857.1507423,34691.32218
1,No,2148.898454,44309.91717
0,No,1068.577035,26315.04709
1,Yes,1893.664334,21526.35063
0,Yes,1420.59614,20197.81153
0,No,497.8819052,55543.62469
0,Yes,1240.724012,19702.7995
0,Yes,1383.569824,17245.02869
0,No,1653.551876,23137.56122
0,Yes,50.95148626,16251.61106
0,Yes,1170.911536,19473.69193
0,No,700.2448482,25919.03935
0,No,566.3670972,39033.32499
1,No,1575.487818,35735.45501
1,No,1823.636559,44260.15637
0,No,1367.442766,45919.59224
0,No,880.7170052,35579.24262
0,No,819.1126054,50082.88871
0,Yes,639.4683036,12323.34984
0,No,1245.086295,40290.50389
0,No,1186.485885,50371.72546
0,No,400.8888732,53900.66446
1,No,1585.729401,52274.86012
0,No,1199.980266,38251.18252
0,No,1272.477386,42671.31859
0,No,1765.990895,47642.42212
0,No,400.6469289,37173.48479
0,No,1838.194861,32308.02404
0,No,1189.241184,29889.60228
0,Yes,1196.536996,25651.53638
0,No,714.5124913,48115.5047
0,Yes,2014.497648,15728.93807
0,No,1135.493293,37962.9829
0,No,830.2341,36523.48118
0,No,323.8001014,34576.49203
1,No,1708.65972,38203.50947
1,Yes,2046.639515,17910.63447
0,No,1003.601427,24978.08472
0,No,600.134861,39395.9784
1,No,1757.738499,51991.46349
1,No,1488.779562,49803.29308
0,No,221.3348565,31764.20291
0,Yes,1630.488555,16310.53406
0,No,981.0626387,54020.43415
0,No,696.8956932,63952.31349
0,Yes,770.0157407,13684.78995
0,No,959.0214602,46133.13427
0,Yes,1224.520653,22327.4078
0,Yes,598.7333129,23118.5311
0,No,848.6053871,22749.64768
0,No,1453.292872,43370.75789
0,Yes,1065.256355,16658.94724
0,Yes,1080.759733,16900.3906
0,Yes,1113.752598,17810.67306
0,Yes,1725.339244,18268.19537
0,No,625.8701778,53756.04406
0,No,1233.711874,72461.30139
1,Yes,2169.196187,18195.2669
0,Yes,0,13621.81119
0,No,377.3636418,37442.84265
0,No,594.3644282,24273.56248
0,No,262.9951148,17822.61335
1,Yes,1819.940936,19393.48297
1,Yes,1944.677459,13026.04673
0,No,474.6283748,28182.97557
1,No,1666.113834,25054.76782
0,No,0,61608.53205
0,No,566.8727192,67018.41961
0,No,1045.426886,50639.06009
0,No,528.5692049,42249.357
1,No,1922.829046,56202.5762
0,Yes,977.589372,17637.7342
0,Yes,1038.620081,12312.89596
0,No,273.639788,21911.63387
0,No,846.4193819,36115.76209
1,Yes,1867.308569,24720.48056
0,Yes,886.2211404,12796.05899
0,No,987.2500449,50045.76318
0,No,1092.906583,45479.46699
0,No,905.5317518,43066.06006
0,No,1063.336261,39301.28181
0,Yes,1255.848888,22022.57658
0,Yes,993.0495382,20538.54574
0,No,1136.455031,47721.27371
0,Yes,822.0901693,20906.21784
0,No,842.4075391,38161.73866
0,Yes,1395.668987,21374.59212
0,No,218.3797414,36044.81506
1,No,1396.789181,40371.12474
0,No,1118.219923,32632.91307
0,No,335.8245426,29402.76756
0,No,0,30098.42154
0,No,1389.803075,48868.09315
0,Yes,1097.067481,20564.1258
1,Yes,1895.334933,16394.50811
1,No,2075.327892,43817.49942
0,No,1005.525429,34587.24363
0,No,959.1720257,38310.08601
0,No,1302.655581,28978.55731
0,Yes,1204.917904,11339.15677
0,No,132.7309018,33370.83434
0,No,366.5943613,33708.78607
1,No,2187.224846,42205.12305
0,Yes,492.2459418,23689.7895
0,Yes,0,17791.43323
0,No,856.7704514,42662.80198
0,No,986.2647529,38664.78982
1,Yes,1803.944567,29100.81923
1,No,1972.16682,34362.63501
0,No,919.3001361,33866.36338
0,No,1011.367192,28172.91537
1,Yes,1936.061862,13377.82884
0,No,873.8796086,46203.90955
0,No,1074.514538,41545.68354
0,No,1128.411463,51778.17985
0,No,870.4123797,17685.44824
1,Yes,1807.666218,18166.32265
0,Yes,1152.124419,18644.40004
1,No,1342.262874,35691.63736
0,Yes,640.8190409,19055.91653
0,Yes,329.7643313,17762.77388
0,No,902.4163952,37905.63148
0,Yes,378.6721749,14328.31189
0,Yes,1050.151333,16963.81269
1,Yes,2034.674718,17133.96596
0,Yes,719.5540535,17195.74454
0,Yes,616.3120185,14663.56388
1,No,2413.319449,38540.57271
0,No,737.3487795,50264.76017
0,No,699.5684983,48773.81955
0,No,1926.246876,46535.20199
0,No,1060.97292,37410.37638
0,No,182.37046,45507.9337
1,No,698.5673519,31754.52342
0,No,845.4119892,58636.15698
0,No,1124.141744,46052.18163
0,No,356.613168,44473.39649
0,No,938.8362414,56633.44874
0,No,1067.779229,28077.25468
0,No,1058.284332,39314.51347
0,Yes,770.8266665,18896.729
1,No,1658.967689,38204.12262
0,Yes,1152.973272,13036.06671
0,Yes,11.39556822,19387.92064
0,Yes,1280.848066,20575.24501
0,No,1002.351218,43048.16992
1,Yes,1359.213947,25548.48741
0,No,846.1312948,29812.0877
1,Yes,1889.33211,22652.10963
0,No,1057.633174,37229.80731
0,No,1080.321281,48226.7297
0,No,1351.957437,24136.07195
1,No,1350.603261,21541.29879
0,No,951.620226,41689.56837
0,Yes,903.438812,13028.15086
0,Yes,1038.540997,21839.72003
0,No,968.7366195,17352.41033
0,Yes,1205.310031,19889.57075
0,No,0,47393.32869
0,Yes,973.0478582,23033.85036
0,No,842.9494293,39957.12786
0,No,1265.127739,49385.52186
0,Yes,1036.117398,15067.74824
0,Yes,698.9785363,25103.00945
0,No,0,37343.41681
0,No,364.6630512,10239.97249
0,Yes,79.9899964,14390.81312
0,No,713.3260637,44605.35119
0,No,157.0034532,50131.87888
1,No,1790.674983,44607.42902
0,No,838.8491505,34358.86667
0,Yes,811.9650452,12853.17561
1,Yes,2109.999395,17774.52529
0,No,599.7188463,48085.88434
0,No,0,33220.98518
1,Yes,1956.923906,15574.38998
0,Yes,1569.302757,13711.4924
1,Yes,1925.982795,17763.3503
1,Yes,1627.898323,17546.99702
0,Yes,529.2734426,20358.83363
0,No,162.784652,33935.49133
0,No,1115.961253,30620.26847
0,No,915.5920094,37720.18727
0,No,0,47935.2832
0,Yes,1202.760711,20973.25965
0,Yes,822.8866687,22376.22605
1,Yes,2009.685744,25694.49616
0,Yes,1464.355897,21826.44148
0,No,373.1788864,30826.07502
0,No,623.5261189,59441.30998
0,Yes,419.7107822,18073.00181
0,Yes,1478.60088,13375.01572
0,No,853.0604228,39553.36568
0,No,217.7382263,47657.30628
0,No,717.4344202,45267.81985
0,No,184.5304739,35058.34065
1,No,2095.114817,44647.58648
0,Yes,705.9302321,19891.30378
1,Yes,2321.882221,21331.31478
0,No,217.5124122,39616.26025
0,No,452.8271077,62912.44434
0,Yes,1583.418031,23434.70871
1,No,1322.723979,23229.90913
0,No,1275.206852,58961.73304
0,Yes,1379.770017,15509.4094
0,Yes,1182.679045,17287.74847
0,No,1262.168412,29545.50021
0,No,333.1800575,29400.47785
0,No,755.4328007,14455.86536
0,No,1123.434723,45366.81141
0,Yes,215.6338978,23221.61937
0,No,913.4535992,52793.18025
0,Yes,364.1734146,21487.6441
0,No,1493.61038,38744.22826
0,Yes,598.2181944,19794.57641
0,No,939.698674,52383.27522
0,No,733.2005691,38592.04202
0,No,874.4512007,24707.49025
0,Yes,1486.3773,19164.3504
0,No,130.3468225,53852.75509
0,No,751.1222244,37304.19899
0,No,813.8609406,33357.80882
0,No,932.872998,61192.89713
0,Yes,926.569431,19243.40645
0,No,1209.652028,58174.92106
1,Yes,1740.768306,18161.24408
0,No,1664.095652,54087.6411
1,Yes,2024.66017,9663.788159
0,No,43.14350042,34316.89015
0,No,226.2992254,34305.25608
0,Yes,745.2211412,24689.51848
0,No,892.4450599,28187.54073
1,No,2499.01675,51504.29396
0,No,962.1342815,44696.29053
1,No,1392.599753,37620.24131
0,No,1351.325423,46663.39221
0,Yes,871.7507742,14247.94685
0,No,955.4206455,45575.42099
1,Yes,2654.322576,21930.38888
0,No,0,45642.76194
0,No,254.7280579,53696.8322
0,No,1221.083123,29370.58491
0,No,1112.468524,43201.52049
0,No,1578.463711,51413.84027
0,No,629.3201832,52089.63305
0,No,518.3699058,27527.2348
0,No,0,41160.62251
1,Yes,2578.469022,25706.64777
0,No,1433.6461,44617.7387
0,No,362.0550497,50906.48126
0,No,770.4863341,25445.87768
0,No,895.3238349,43554.0744
0,Yes,1626.901421,11702.2835
0,No,465.9198784,41133.94856
0,Yes,833.6144952,11078.39028
0,No,421.6981304,32290.32596
0,Yes,1291.075852,17136.51334
0,No,679.2668048,36694.75026
1,No,1907.377311,42346.82846
1,No,2124.671313,44520.0001
0,Yes,1596.701055,21581.27226
0,No,426.2863964,38585.54909
0,Yes,1446.64376,8797.283915
0,Yes,1391.441597,11685.64543
0,No,58.75120527,26939.03991
1,No,1361.735791,50322.35532
0,Yes,1049.420036,15815.34397
0,No,1278.017553,41691.19552
1,No,1456.546056,51508.57434
0,Yes,1829.909941,21018.96012
0,No,994.0118889,52188.77527
1,No,1578.847496,61220.13315
0,No,1439.118794,20187.78769
0,No,514.8594362,57241.70308
0,No,372.3792385,25374.89909
0,No,503.4992852,36521.43251
0,Yes,1434.589977,16613.43145
1,No,1434.127716,47311.53042
0,No,385.2501833,55268.66055
0,No,677.7088241,31158.46821
1,Yes,2287.173842,18692.14431
1,Yes,1502.186739,18603.49553
0,Yes,17.6095776,13739.7546
0,Yes,1403.163526,28207.93167
0,No,809.104674,24820.52559
0,No,419.0007993,37186.7894
1,No,1889.59919,48956.17159
0,Yes,1381.274512,23903.85455
1,No,1803.170259,36192.63022
0,No,658.0537091,41882.58065
0,Yes,905.1423693,13485.51424
0,No,1270.393178,43032.27159
0,Yes,596.2052136,22324.46841
1,No,1178.158858,44437.20214
0,No,1128.791563,29722.17266
1,Yes,1719.255655,15752.00801
0,Yes,501.0582476,23090.99719
0,No,1285.528038,39530.75968
0,No,1508.749012,30587.34398
0,No,832.3445356,51737.37105
0,Yes,789.3772662,21140.50887
0,No,612.1079216,31367.71308
0,No,0,39043.27743
0,No,914.8810755,39789.05544
0,Yes,1405.876654,27071.3225
0,No,1128.470745,49540.70209
1,Yes,1881.049952,16580.45056
1,No,1747.983669,18966.10957
1,No,2063.571934,37372.75849
0,Yes,508.0502997,14925.96115
0,Yes,950.488156,13299.48696
0,No,506.6254535,49861.00341
0,No,1125.158736,37864.32598
0,Yes,1080.568922,20439.85299
0,Yes,1520.851645,20044.0815
0,Yes,688.6979763,18794.48972
0,Yes,928.2334115,20932.69206
0,No,0,39462.68829
1,No,1809.409864,33453.40654
1,No,1530.353157,30003.81715
0,No,214.2364951,38720.81076
0,Yes,717.8754839,23406.81977
0,No,212.9317825,46843.91249
1,No,1898.323497,61011.21595
0,Yes,1066.54576,15553.08841
0,No,920.5743145,40527.98706
1,No,1554.816319,26430.4894
0,Yes,1841.408534,18000.70468
0,Yes,1420.022982,26424.53908
0,No,272.5261417,32687.10959
0,Yes,1212.756662,13722.90083
0,No,538.9427317,23289.28046
0,No,92.1021951,22726.41318
0,No,698.0788729,38960.26719
0,No,862.1501957,59240.84503
0,No,425.8199081,14540.90464
0,No,1168.570735,47561.0981
1,Yes,2205.799521,14271.49225
0,No,0,53946.23365
0,No,563.9920899,60222.36765
1,No,2023.733603,32094.62781
1,No,1243.554025,37634.3464
0,No,734.2534108,56253.81026
0,No,803.9755663,41429.24825
0,Yes,1538.449303,15991.22102
0,No,471.918843,60656.05079
0,Yes,1106.107201,9610.503423
0,No,1111.647317,45490.68246
0,No,1293.459682,48039.93645
0,Yes,562.8376983,25068.04645
0,No,329.4656843,46028.01545
0,No,1634.731555,40868.33212
0,Yes,1103.003565,25385.60194
0,No,0,40766.69534
0,No,1215.148939,51804.99395
0,Yes,1115.54336,22552.71309
0,No,1380.144032,48087.82505
0,No,358.9239515,50989.7442
0,No,444.0427027,47857.71461
1,No,961.4888501,27717.615
0,No,667.6561036,52946.365
0,No,705.1971768,35864.01172
0,No,1386.668478,56325.44936
1,No,1456.96393,49054.19389
0,Yes,220.6595334,20148.57976
1,Yes,1966.062966,17735.7788
0,No,1534.68321,48592.33383
1,No,2073.782846,52335.5506
0,Yes,973.26448,16984.61076
0,No,785.7866574,48179.38288
0,No,1396.207515,39023.48171
0,Yes,1038.886748,10414.55435
0,No,929.8301537,45178.05305
0,No,0,43969.2151
0,No,815.1740233,37946.9814
0,No,952.9278193,44894.44293
0,No,671.76548,40907.8081
0,Yes,1235.966487,21706.63031
0,Yes,979.0653268,17666.3871
0,No,420.4958319,58264.20582
0,No,779.477524,34089.79701
0,Yes,1079.077949,17966.76938
0,No,279.670673,58566.88422
0,No,615.0013946,40236.53356
0,Yes,1129.234293,22689.61359
0,No,0,54609.72856
0,No,0,58233.02096
1,Yes,1013.216886,19651.26179
1,Yes,2461.506979,11878.55704
1,Yes,1985.321739,22248.40266
0,Yes,1635.175122,13518.93062
0,No,38.67912124,30961.74224
0,No,1166.213186,36324.67886
1,No,1558.463471,41648.32617
0,Yes,1146.834987,14336.42855
1,Yes,1507.333948,23898.87823
0,No,712.9369924,20810.31895
1,No,1028.767207,40346.83327
0,No,472.954055,63759.78703
0,No,31.86206537,33702.65113
1,Yes,1543.099582,18304.65057
0,No,1248.887903,31960.4213
0,No,1156.994528,53450.27359
0,No,1486.05481,34705.36122
1,No,1969.942924,29415.75329
0,No,829.8842621,40749.78743
0,No,669.3614789,46007.00527
1,No,1751.347088,38381.5858
1,Yes,1893.942955,12399.12474
0,No,390.5302949,57525.26648
0,Yes,999.281112,20013.35064
0,No,1207.741224,33416.60657
1,No,1114.832181,39776.99896
1,Yes,2168.453196,24648.97992
0,No,880.7508517,34604.67939
0,No,524.8626184,54738.50665
